"Site","Date","TSS","TN-stream","TAN","TON","DIN","TKN","DRP","TP-stream","Chl.a-stream","lat","lon","Turbidity","waterType","Nitrate-N","TN-lake","TP-lake","Chl.a-lake","TP","TN","Chl.a"
"Clearwater Outlet (Lambies Stream)","2019-12-18",4,470,NA,0.009,NA,460,NA,21,NA,-43.604601,171.067143,NA,1,9,NA,NA,NA,21,470,NA
"Clearwater Outlet (Lambies Stream)","2020-01-15",3,300,5,0.009,NA,290,2,14,NA,-43.604601,171.067143,NA,1,9,NA,NA,NA,14,300,NA
"Clearwater Outlet (Lambies Stream)","2020-02-11",4,350,5,0.001,NA,350,2,9,NA,-43.604601,171.067143,NA,1,1,NA,NA,NA,9,350,NA
"Clearwater Outlet (Lambies Stream)","2020-03-16",7,380,5,0.001,NA,380,2,1.9,NA,-43.604601,171.067143,NA,1,1,NA,NA,NA,1.9,380,NA
"Clearwater Outlet (Lambies Stream)","2020-06-02",NA,520,5,0.001,NA,520,2,17,6.2,-43.604601,171.067143,NA,1,1,NA,NA,NA,17,520,6.2
"Clearwater Outlet (Lambies Stream)","2020-07-14",4,340,5,0.004,NA,330,2,18,2.5,-43.604601,171.067143,NA,1,4,NA,NA,NA,18,340,2.5
"Clearwater Outlet (Lambies Stream)","2020-08-11",27,340,5,0.001,NA,340,2,48,1.8,-43.604601,171.067143,NA,1,1,NA,NA,NA,48,340,1.8
"Clearwater Outlet (Lambies Stream)","2020-09-07",7,430,5,0.001,NA,430,2,21,19.2,-43.604601,171.067143,NA,1,1,NA,NA,NA,21,430,19.2
"Clearwater Outlet (Lambies Stream)","2020-12-02",29,280,5,0.001,NA,280,2,54,16.2,-43.604601,171.067143,NA,1,1,NA,NA,NA,54,280,16.2
"Clearwater Outlet (Lambies Stream)","2021-01-13",39,790,5,0.001,NA,790,2,39,19,-43.604601,171.067143,NA,1,1,NA,NA,NA,39,790,19
"Clearwater Outlet (Lambies Stream)","2021-02-24",37,1040,5,0.001,NA,1040,2,19,13.3,-43.604601,171.067143,NA,1,1,NA,NA,NA,19,1040,13.3
"Clearwater Outlet (Lambies Stream)","2021-03-15",35,1080,5,0.001,1.08,1080,2,39,42,-43.604601,171.067143,NA,1,1,NA,NA,NA,39,1080,42
"Clearwater Outlet (Lambies Stream)","2021-04-28",36,1130,5,0.001,1.13,1130,2,42,28,-43.604601,171.067143,NA,1,1,NA,NA,NA,42,1130,28
"Clearwater Outlet (Lambies Stream)","2021-06-10",30,430,5,0.017,0.41,410,2,58,13,-43.604601,171.067143,NA,1,17,NA,NA,NA,58,430,13
"Clearwater Outlet (Lambies Stream)","2021-07-12",7.5,480,5,0.023,0.46,2,41,15,460,-43.604601,171.067143,NA,1,23,NA,NA,NA,15,480,460
"Clearwater Outlet (Lambies Stream)","2021-08-11",8,430,5,0.001,0.42,2,24,19,420,-43.604601,171.067143,NA,1,1,NA,NA,NA,19,430,420
"Clearwater Outlet (Lambies Stream)","2021-09-29",10,310,5,0.001,0.31,2,25,18,170,-43.604601,171.067143,NA,1,1,NA,NA,NA,18,310,170
"Clearwater Outlet (Lambies Stream)","2021-10-20",7,360,5,0.001,0.36,2,15,14,360,-43.604601,171.067143,NA,1,1,NA,NA,NA,14,360,360
"Clearwater Outlet (Lambies Stream)","2021-11-18",9,540,5,0.001,NA,540,18,19,NA,-43.604601,171.067143,NA,1,1,NA,NA,NA,19,540,NA
"Clearwater Outlet (Lambies Stream)","2021-12-14",5,460,5,0.001,NA,460,2,NA,7.8,-43.604601,171.067143,NA,1,1,NA,NA,NA,NA,460,7.8
"Clearwater Outlet (Lambies Stream)","2022-01-12",5.5,290,5,0.001,0.29,2,22,13,NA,-43.604601,171.067143,NA,1,1,NA,NA,NA,13,290,NA
"Clearwater Outlet (Lambies Stream)","2022-02-22",10,300,5,0.001,0.3,300,2,19,10.1,-43.604601,171.067143,NA,1,1,NA,NA,NA,19,300,10.1
"Clearwater Outlet (Lambies Stream)","2022-03-24",17,560,5,0.001,0.56,560,2,25,16,-43.604601,171.067143,NA,1,1,NA,NA,NA,25,560,16
"Clearwater Outlet (Lambies Stream)","2022-04-26",12,470,5,0.001,0.47,470,2,19,16,-43.604601,171.067143,NA,1,1,NA,NA,NA,19,470,16
"Clearwater Outlet (Lambies Stream)","2022-05-17",9,430,5,0.001,NA,430,2,18,13.7,-43.604601,171.067143,NA,1,1,NA,NA,NA,18,430,13.7
"Clearwater Outlet (Lambies Stream)","2022-07-25",1.5,270,5,0.015,NA,250,2,14,3.2,-43.604601,171.067143,NA,1,15,NA,NA,NA,14,270,3.2
"Clearwater Outlet (Lambies Stream)","2022-08-23",6,240,5,0.001,NA,240,2,23,12,-43.604601,171.067143,NA,1,1,NA,NA,NA,23,240,12
"Clearwater Outlet (Lambies Stream)","2022-09-20",4,330,5,0.001,NA,330,2,11,6.9,-43.604601,171.067143,NA,1,1,NA,NA,NA,11,330,6.9
"Clearwater Outlet (Lambies Stream)","2022-10-17",1.5,220,5,0.001,NA,220,2,10,1.7,-43.604601,171.067143,NA,1,1,NA,NA,NA,10,220,1.7
"Clearwater Outlet (Lambies Stream)","2022-11-17",1.5,220,5,0.001,NA,220,2,10,1.7,-43.604601,171.067143,NA,1,1,NA,NA,NA,10,220,1.7
"Clearwater Outlet (Lambies Stream)","2022-12-21",3,230,5,0.001,NA,230,2,11,5.2,-43.604601,171.067143,NA,1,1,NA,NA,NA,11,230,5.2
"Clearwater Outlet (Lambies Stream)","2023-01-17",3,260,5,0.001,NA,260,2,12,2.6,-43.604601,171.067143,NA,1,1,NA,NA,NA,12,260,2.6
"Clearwater Outlet (Lambies Stream)","2023-02-14",4,390,5,0.001,NA,390,NA,17,6.6,-43.604601,171.067143,NA,1,1,NA,NA,NA,17,390,6.6
"Clearwater Outlet (Lambies Stream)","2023-03-15",10,530,5,0.001,NA,530,2,20,11,-43.604601,171.067143,NA,1,1,NA,NA,NA,20,530,11
"Clearwater Outlet (Lambies Stream)","2023-04-05",10,610,5,0.001,NA,610,2,17,8.1,-43.604601,171.067143,NA,1,1,NA,NA,NA,17,610,8.1
"Clearwater Outlet (Lambies Stream)","2023-05-11",7,530,5,0.001,NA,530,2,17,7.4,-43.604601,171.067143,NA,1,1,NA,NA,NA,17,530,7.4
"Clearwater Outlet (Lambies Stream)","2023-06-08",5,400,5,0.001,NA,400,2,13,3.5,-43.604601,171.067143,NA,1,1,NA,NA,NA,13,400,3.5
"Clearwater Outlet (Lambies Stream)","2023-07-06",7,330,5,0.001,NA,320,2,14,6.7,-43.604601,171.067143,NA,1,1,NA,NA,NA,14,330,6.7
"Clearwater Outlet (Lambies Stream)","2023-08-03",5,340,5,0.001,NA,340,2,15,5.1,-43.604601,171.067143,NA,1,1,NA,NA,NA,15,340,5.1
"Clearwater Outlet (Lambies Stream)","2023-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.604601,171.067143,NA,1,NA,NA,NA,NA,NA,NA,NA
"Clearwater Outlet (Lambies Stream)","2023-10-25",7,400,5,0.001,NA,400,2,27,7.4,-43.604601,171.067143,NA,1,1,NA,NA,NA,27,400,7.4
"Clearwater Outlet (Lambies Stream)","2023-11-14",4,310,5,0.001,NA,310,2,10,1.5,-43.604601,171.067143,NA,1,1,NA,NA,NA,10,310,1.5
"Clent Hills Stream","2012-07-30",3,180,10,0.007,0.017,170,4,12,NA,-43.534088,171.180539,NA,1,7,NA,NA,NA,12,180,NA
"Clent Hills Stream","2012-08-01",3,180,10,0.007,0.017,170,4,12,NA,-43.534088,171.180539,NA,1,7,NA,NA,NA,12,180,NA
"Clent Hills Stream","2012-08-16",1.5,120,10,0.026,0.036,100,4,6,NA,-43.534088,171.180539,NA,1,26,NA,NA,NA,6,120,NA
"Clent Hills Stream","2012-10-15",3,180,10,0.005,0.015,180,4,21,NA,-43.534088,171.180539,NA,1,5,NA,NA,NA,21,180,NA
"Clent Hills Stream","2012-11-07",4,200,10,0.039,0.049,160,4,19,NA,-43.534088,171.180539,NA,1,39,NA,NA,NA,19,200,NA
"Clent Hills Stream","2012-12-04",10,180,5,0.041,NA,130,2,35,NA,-43.534088,171.180539,NA,1,41,NA,NA,NA,35,180,NA
"Clent Hills Stream","2013-01-16",7,150,5,0.001,NA,150,2,27,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,27,150,NA
"Clent Hills Stream","2013-01-25",6,150,5,0.001,NA,150,2,180,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,180,150,NA
"Clent Hills Stream","2013-02-25",11,110,5,0.001,NA,110,2,26,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,26,110,NA
"Clent Hills Stream","2013-03-13",17,120,5,0.003,NA,120,2,38,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,38,120,NA
"Clent Hills Stream","2013-03-21",12,130,5,0.001,NA,130,2,30,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,30,130,NA
"Clent Hills Stream","2013-05-01",4,110,5,0.007,NA,100,2,10,NA,-43.534088,171.180539,NA,1,7,NA,NA,NA,10,110,NA
"Clent Hills Stream","2013-05-29",6,230,5,0.021,NA,210,2,16,NA,-43.534088,171.180539,NA,1,21,NA,NA,NA,16,230,NA
"Clent Hills Stream","2013-07-22",3,510,5,0.35,NA,160,2,17,NA,-43.534088,171.180539,NA,1,350,NA,NA,NA,17,510,NA
"Clent Hills Stream","2013-08-15",7,230,5,0.104,NA,130,2,26,NA,-43.534088,171.180539,NA,1,104,NA,NA,NA,26,230,NA
"Clent Hills Stream","2013-10-04",6,180,5,0.049,NA,130,2,10,NA,-43.534088,171.180539,NA,1,49,NA,NA,NA,10,180,NA
"Clent Hills Stream","2013-11-14",7,270,16,0.069,NA,200,2,9,NA,-43.534088,171.180539,NA,1,69,NA,NA,NA,9,270,NA
"Clent Hills Stream","2013-12-18",12,180,5,0.019,NA,170,2,11,NA,-43.534088,171.180539,NA,1,19,NA,NA,NA,11,180,NA
"Clent Hills Stream","2014-02-11",13,190,5,0.001,NA,180,2,24,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,24,190,NA
"Clent Hills Stream","2014-03-20",6,140,5,0.004,NA,140,2,15,NA,-43.534088,171.180539,NA,1,4,NA,NA,NA,15,140,NA
"Clent Hills Stream","2014-05-22",26,150,5,0.004,NA,140,2,32,NA,-43.534088,171.180539,NA,1,4,NA,NA,NA,32,150,NA
"Clent Hills Stream","2014-06-13",1.5,55,5,0.014,NA,134,2,9,NA,-43.534088,171.180539,NA,1,14,NA,NA,NA,9,55,NA
"Clent Hills Stream","2014-07-10",10,310,5,0.1,NA,210,2,16,NA,-43.534088,171.180539,NA,1,100,NA,NA,NA,16,310,NA
"Clent Hills Stream","2014-08-13",4,210,5,0.131,NA,50,2,12,NA,-43.534088,171.180539,NA,1,131,NA,NA,NA,12,210,NA
"Clent Hills Stream","2014-09-18",4,200,5,0.098,NA,110,2,15,NA,-43.534088,171.180539,NA,1,98,NA,NA,NA,15,200,NA
"Clent Hills Stream","2014-10-14",12,160,5,0.023,NA,140,2,26,NA,-43.534088,171.180539,NA,1,23,NA,NA,NA,26,160,NA
"Clent Hills Stream","2014-11-26",31,380,5,0.007,NA,370,6,79,NA,-43.534088,171.180539,NA,1,7,NA,NA,NA,79,380,NA
"Clent Hills Stream","2014-12-17",14,200,5,0.005,NA,200,2,490,NA,-43.534088,171.180539,NA,1,5,NA,NA,NA,490,200,NA
"Clent Hills Stream","2015-01-12",18,220,5,0.004,NA,220,2,56,NA,-43.534088,171.180539,NA,1,4,NA,NA,NA,56,220,NA
"Clent Hills Stream","2015-02-17",9,120,5,0.001,NA,120,2,42,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,42,120,NA
"Clent Hills Stream","2015-04-01",3,100,5,0.001,NA,100,4,13,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,13,100,NA
"Clent Hills Stream","2015-04-22",3,130,5,0.001,NA,130,4,16,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,16,130,NA
"Clent Hills Stream","2015-06-24",6,140,5,0.031,NA,110,4,19,NA,-43.534088,171.180539,NA,1,31,NA,NA,NA,19,140,NA
"Clent Hills Stream","2015-07-23",1.5,670,5,0.57,NA,100,5,16,NA,-43.534088,171.180539,NA,1,570,NA,NA,NA,16,670,NA
"Clent Hills Stream","2015-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.534088,171.180539,NA,1,NA,NA,NA,NA,NA,NA,NA
"Clent Hills Stream","2015-08-12",1.5,390,5,0.27,NA,120,2,6,NA,-43.534088,171.180539,NA,1,270,NA,NA,NA,6,390,NA
"Clent Hills Stream","2015-09-24",6,240,5,0.082,NA,160,2,22,NA,-43.534088,171.180539,NA,1,82,NA,NA,NA,22,240,NA
"Clent Hills Stream","2016-01-20",12,360,5,0.003,NA,360,15,42,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,42,360,NA
"Clent Hills Stream","2016-02-17",10,590,5,0.003,NA,590,6,41,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,41,590,NA
"Clent Hills Stream","2016-03-15",5,160,5,0.001,NA,160,4,24,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,24,160,NA
"Clent Hills Stream","2016-04-18",3,110,5,0.001,NA,110,5,19,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,19,110,NA
"Clent Hills Stream","2016-05-17",10,390,14,0.004,NA,380,18,41,NA,-43.534088,171.180539,NA,1,4,NA,NA,NA,41,390,NA
"Clent Hills Stream","2016-06-30",1.5,110,5,0.001,NA,110,4,8,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,8,110,NA
"Clent Hills Stream","2016-08-18",1.5,440,5,0.32,NA,120,2,2,NA,-43.534088,171.180539,NA,1,320,NA,NA,NA,2,440,NA
"Clent Hills Stream","2016-10-05",1.5,160,5,0.003,NA,160,2,16,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,16,160,NA
"Clent Hills Stream","2016-11-10",5,180,5,0.001,NA,180,2,17,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,17,180,NA
"Clent Hills Stream","2017-01-26",10,200,5,0.001,NA,200,2,36,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,36,200,NA
"Clent Hills Stream","2017-03-23",1.5,120,5,0.001,NA,120,2,16,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,16,120,NA
"Clent Hills Stream","2017-07-04",1.5,55,5,0.002,NA,50,2,110,NA,-43.534088,171.180539,NA,1,2,NA,NA,NA,110,55,NA
"Clent Hills Stream","2017-08-23",1.5,850,5,0.67,NA,180,2,4,NA,-43.534088,171.180539,NA,1,670,NA,NA,NA,4,850,NA
"Clent Hills Stream","2017-10-09",1.5,310,5,0.084,NA,220,2,16,NA,-43.534088,171.180539,NA,1,84,NA,NA,NA,16,310,NA
"Clent Hills Stream","2017-11-22",4,180,5,0.001,NA,180,5,14,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,14,180,NA
"Clent Hills Stream","2018-01-31",75,290,5,0.003,NA,290,4,143,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,143,290,NA
"Clent Hills Stream","2018-02-27",8,210,5,0.001,NA,200,2,40,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,40,210,NA
"Clent Hills Stream","2018-03-26",4,170,5,0.002,NA,160,2,16,NA,-43.534088,171.180539,NA,1,2,NA,NA,NA,16,170,NA
"Clent Hills Stream","2018-05-02",1.5,280,5,0.001,NA,280,5,18,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,18,280,NA
"Clent Hills Stream","2018-05-28",1.5,130,5,0.047,NA,50,2,9,NA,-43.534088,171.180539,NA,1,47,NA,NA,NA,9,130,NA
"Clent Hills Stream","2018-07-05",1.5,130,5,0.032,NA,100,2,8,NA,-43.534088,171.180539,NA,1,32,NA,NA,NA,8,130,NA
"Clent Hills Stream","2018-11-30",1.5,120,5,0.001,NA,120,2,11,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,11,120,NA
"Clent Hills Stream","2019-01-29",6,230,5,0.001,NA,230,6,25,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,25,230,NA
"Clent Hills Stream","2019-05-01",1.5,130,5,0.001,NA,130,2,13,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,13,130,NA
"Clent Hills Stream","2019-06-06",1.5,110,5,0.004,NA,110,6,15,NA,-43.534088,171.180539,NA,1,4,NA,NA,NA,15,110,NA
"Clent Hills Stream","2019-07-11",4,140,5,0.014,NA,130,20,7,NA,-43.534088,171.180539,NA,1,14,NA,NA,NA,7,140,NA
"Clent Hills Stream","2019-08-23",5,460,5,0.3,NA,160,2,13,NA,-43.534088,171.180539,NA,1,300,NA,NA,NA,13,460,NA
"Clent Hills Stream","2019-10-23",6,180,5,0.007,NA,180,2,2,NA,-43.534088,171.180539,NA,1,7,NA,NA,NA,2,180,NA
"Clent Hills Stream","2019-12-18",3,220,5,0.01,NA,210,2,19,NA,-43.534088,171.180539,NA,1,10,NA,NA,NA,19,220,NA
"Clent Hills Stream","2020-01-15",6,180,5,0.01,NA,170,2,12,NA,-43.534088,171.180539,NA,1,10,NA,NA,NA,12,180,NA
"Clent Hills Stream","2020-03-16",10,120,5,0.006,NA,110,2,30,NA,-43.534088,171.180539,NA,1,6,NA,NA,NA,30,120,NA
"Clent Hills Stream","2020-06-02",1.5,55,5,0.016,NA,50,2,12,NA,-43.534088,171.180539,NA,1,16,NA,NA,NA,12,55,NA
"Clent Hills Stream","2020-07-14",4,55,5,0.033,NA,50,2,16,NA,-43.534088,171.180539,NA,1,33,NA,NA,NA,16,55,NA
"Clent Hills Stream","2020-08-11",7,250,5,0.05,NA,200,2,18,NA,-43.534088,171.180539,NA,1,50,NA,NA,NA,18,250,NA
"Clent Hills Stream","2020-09-07",10,150,5,0.011,NA,140,2,20,NA,-43.534088,171.180539,NA,1,11,NA,NA,NA,20,150,NA
"Clent Hills Stream","2020-12-02",13,100,5,0.004,NA,100,2,21,NA,-43.534088,171.180539,NA,1,4,NA,NA,NA,21,100,NA
"Clent Hills Stream","2021-01-13",25,160,5,0.006,NA,160,2,47,NA,-43.534088,171.180539,NA,1,6,NA,NA,NA,47,160,NA
"Clent Hills Stream","2021-02-24",24,120,5,0.005,NA,120,2,30,NA,-43.534088,171.180539,NA,1,5,NA,NA,NA,30,120,NA
"Clent Hills Stream","2021-03-15",8,55,5,0.001,0.05,50,4,12,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,12,55,NA
"Clent Hills Stream","2021-04-28",3,140,5,0.001,0.14,140,2,10,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,10,140,NA
"Clent Hills Stream","2021-06-10",1.5,190,5,0.115,0.05,50,6,15,NA,-43.534088,171.180539,NA,1,115,NA,NA,NA,15,190,NA
"Clent Hills Stream","2021-07-12",46,830,5,0.25,0.58,2,8,NA,580,-43.534088,171.180539,NA,1,250,NA,NA,NA,NA,830,580
"Clent Hills Stream","2021-08-11",1.5,430,5,0.3,0.13,2,7,NA,130,-43.534088,171.180539,NA,1,300,NA,NA,NA,NA,430,130
"Clent Hills Stream","2021-09-29",6,140,5,0.037,0.05,2,14,NA,50,-43.534088,171.180539,NA,1,37,NA,NA,NA,NA,140,50
"Clent Hills Stream","2021-10-20",34,130,5,0.011,0.12,2,43,NA,120,-43.534088,171.180539,NA,1,11,NA,NA,NA,NA,130,120
"Clent Hills Stream","2021-11-18",6,110,5,0.014,NA,50,2,17,NA,-43.534088,171.180539,NA,1,14,NA,NA,NA,17,110,NA
"Clent Hills Stream","2021-12-14",8,160,5,0.002,NA,160,2,20,NA,-43.534088,171.180539,NA,1,2,NA,NA,NA,20,160,NA
"Clent Hills Stream","2022-01-12",20,200,5,0.003,0.2,2,43,NA,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,NA,200,NA
"Clent Hills Stream","2022-02-22",5,120,5,0.001,0.12,120,2,14,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,14,120,NA
"Clent Hills Stream","2022-03-24",1.5,55,5,0.001,0.05,50,2,12,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,12,55,NA
"Clent Hills Stream","2022-04-26",28,150,5,0.003,0.15,150,2,13,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,13,150,NA
"Clent Hills Stream","2022-05-17",5,55,5,0.014,NA,50,2,12,NA,-43.534088,171.180539,NA,1,14,NA,NA,NA,12,55,NA
"Clent Hills Stream","2022-06-16",4,55,5,0.005,0.05,50,2,9,NA,-43.534088,171.180539,NA,1,5,NA,NA,NA,9,55,NA
"Clent Hills Stream","2022-07-25",1.5,560,5,0.37,NA,190,11,20,NA,-43.534088,171.180539,NA,1,370,NA,NA,NA,20,560,NA
"Clent Hills Stream","2022-08-23",1.5,220,5,0.093,NA,130,2,9,NA,-43.534088,171.180539,NA,1,93,NA,NA,NA,9,220,NA
"Clent Hills Stream","2022-09-20",1.5,170,5,0.029,NA,140,2,8,NA,-43.534088,171.180539,NA,1,29,NA,NA,NA,8,170,NA
"Clent Hills Stream","2022-10-17",1.5,150,5,0.008,NA,NA,2,12,NA,-43.534088,171.180539,NA,1,8,NA,NA,NA,12,150,NA
"Clent Hills Stream","2022-11-17",1.5,150,5,0.008,NA,140,2,12,NA,-43.534088,171.180539,NA,1,8,NA,NA,NA,12,150,NA
"Clent Hills Stream","2022-12-21",4,120,5,0.001,NA,120,2,13,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,13,120,NA
"Clent Hills Stream","2023-01-17",1.5,55,5,0.003,NA,50,5,14,NA,-43.534088,171.180539,NA,1,3,NA,NA,NA,14,55,NA
"Clent Hills Stream","2023-02-14",1.5,110,5,0.001,NA,110,2,9,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,9,110,NA
"Clent Hills Stream","2023-03-15",1.5,55,5,0.001,NA,NA,50,2,7,-43.534088,171.180539,NA,1,1,NA,NA,NA,2,55,7
"Clent Hills Stream","2023-04-05",1.5,55,5,0.001,NA,50,2,5,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,5,55,NA
"Clent Hills Stream","2023-05-11",1.5,55,5,0.001,NA,50,2,8,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,8,55,NA
"Clent Hills Stream","2023-06-08",1.5,55,13,0.001,NA,50,2,4,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,4,55,NA
"Clent Hills Stream","2023-07-06",1.5,220,5,0.001,NA,220,2,5,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,5,220,NA
"Clent Hills Stream","2023-08-03",1.5,55,5,0.001,NA,50,2,4,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,4,55,NA
"Clent Hills Stream","2023-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.534088,171.180539,NA,1,NA,NA,NA,NA,NA,NA,NA
"Clent Hills Stream","2023-11-14",1.5,140,5,0.001,NA,140,2,9,NA,-43.534088,171.180539,NA,1,1,NA,NA,NA,9,140,NA
"Dunbar Stream","2019-12-18",1.5,310,5,0.096,NA,220,2,15,NA,-43.47326,171.155357,NA,1,96,NA,NA,NA,15,310,NA
"Dunbar Stream","2020-01-15",3,350,5,0.24,NA,100,2,6,NA,-43.47326,171.155357,NA,1,240,NA,NA,NA,6,350,NA
"Dunbar Stream","2020-02-11",9,340,5,0.33,NA,50,2,2,NA,-43.47326,171.155357,NA,1,330,NA,NA,NA,2,340,NA
"Dunbar Stream","2020-03-16",8,310,5,0.21,NA,50,2,15,NA,-43.47326,171.155357,NA,1,210,NA,NA,NA,15,310,NA
"Dunbar Stream","2020-06-02",1.5,140,5,0.112,NA,50,2,2,NA,-43.47326,171.155357,NA,1,112,NA,NA,NA,2,140,NA
"Dunbar Stream","2020-07-14",1.5,240,5,0.176,NA,50,2,8,NA,-43.47326,171.155357,NA,1,176,NA,NA,NA,8,240,NA
"Dunbar Stream","2020-08-11",5,270,5,0.21,NA,50,2,12,NA,-43.47326,171.155357,NA,1,210,NA,NA,NA,12,270,NA
"Dunbar Stream","2020-09-07",38,460,5,0.14,NA,320,2,52,NA,-43.47326,171.155357,NA,1,140,NA,NA,NA,52,460,NA
"Dunbar Stream","2020-12-02",11,250,5,0.121,NA,120,2,15,NA,-43.47326,171.155357,NA,1,121,NA,NA,NA,15,250,NA
"Dunbar Stream","2021-01-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.47326,171.155357,NA,1,NA,NA,NA,NA,NA,NA,NA
"Dunbar Stream","2021-02-24",7,260,13,0.145,NA,110,2,11,NA,-43.47326,171.155357,NA,1,145,NA,NA,NA,11,260,NA
"Dunbar Stream","2021-03-15",4,220,5,0.125,0.05,50,2,7,NA,-43.47326,171.155357,NA,1,125,NA,NA,NA,7,220,NA
"Dunbar Stream","2021-04-28",5,140,5,0.104,0.05,50,2,6,NA,-43.47326,171.155357,NA,1,104,NA,NA,NA,6,140,NA
"Dunbar Stream","2021-06-10",3,410,5,0.36,0.05,50,2,6,NA,-43.47326,171.155357,NA,1,360,NA,NA,NA,6,410,NA
"Dunbar Stream","2021-07-12",9,390,5,0.34,0.05,2,3,NA,50,-43.47326,171.155357,NA,1,340,NA,NA,NA,NA,390,50
"Dunbar Stream","2021-08-11",4,510,5,0.43,0.05,2,5,NA,50,-43.47326,171.155357,NA,1,430,NA,NA,NA,NA,510,50
"Dunbar Stream","2021-09-29",1.5,320,5,0.26,0.05,2,4,NA,50,-43.47326,171.155357,NA,1,260,NA,NA,NA,NA,320,50
"Dunbar Stream","2021-10-20",10,240,5,0.137,0.05,2,7,NA,50,-43.47326,171.155357,NA,1,137,NA,NA,NA,NA,240,50
"Dunbar Stream","2021-11-18",4,210,5,0.163,NA,50,0.5,7,NA,-43.47326,171.155357,NA,1,163,NA,NA,NA,7,210,NA
"Dunbar Stream","2021-12-14",5,280,5,0.175,NA,100,2,8,NA,-43.47326,171.155357,NA,1,175,NA,NA,NA,8,280,NA
"Dunbar Stream","2022-01-12",1.5,220,5,0.155,0.05,2,11,NA,NA,-43.47326,171.155357,NA,1,155,NA,NA,NA,NA,220,NA
"Dunbar Stream","2022-02-22",5,130,5,0.076,0.05,50,2,8,NA,-43.47326,171.155357,NA,1,76,NA,NA,NA,8,130,NA
"Dunbar Stream","2022-03-24",1.5,170,5,0.105,0.05,50,2,7,NA,-43.47326,171.155357,NA,1,105,NA,NA,NA,7,170,NA
"Dunbar Stream","2022-04-26",5,280,5,0.162,0.12,120,2,10,NA,-43.47326,171.155357,NA,1,162,NA,NA,NA,10,280,NA
"Dunbar Stream","2022-05-17",6,400,5,0.185,NA,220,2,10,NA,-43.47326,171.155357,NA,1,185,NA,NA,NA,10,400,NA
"Dunbar Stream","2022-06-16",9,280,5,0.23,0.05,50,2,13,NA,-43.47326,171.155357,NA,1,230,NA,NA,NA,13,280,NA
"Dunbar Stream","2022-07-25",1.5,900,5,0.78,NA,130,2,8,NA,-43.47326,171.155357,NA,1,780,NA,NA,NA,8,900,NA
"Dunbar Stream","2022-08-23",1.5,450,5,0.37,NA,50,2,5,NA,-43.47326,171.155357,NA,1,370,NA,NA,NA,5,450,NA
"Dunbar Stream","2022-09-20",1.5,320,5,0.24,NA,50,2,5,NA,-43.47326,171.155357,NA,1,240,NA,NA,NA,5,320,NA
"Dunbar Stream","2022-10-17",1.5,290,5,0.102,NA,190,2,4,NA,-43.47326,171.155357,NA,1,102,NA,NA,NA,4,290,NA
"Dunbar Stream","2022-11-17",1.5,290,5,0.102,NA,190,2,4,NA,-43.47326,171.155357,NA,1,102,NA,NA,NA,4,290,NA
"Dunbar Stream","2022-12-21",3,140,5,0.082,NA,50,2,8,NA,-43.47326,171.155357,NA,1,82,NA,NA,NA,8,140,NA
